,duracion_estadia,genero,edad,ninos,tipo_acomodacion,COL,ES,IT,NL,PE,UK,US
4697,3,0,31,1,0,0,0,0,0,0,1,0
4699,5,0,41,1,1,0,0,1,0,0,0,0
4702,2,0,40,0,1,0,0,0,0,0,0,0
4703,3,0,43,1,1,0,0,0,1,0,0,0
4704,4,0,38,1,0,0,0,0,1,0,0,0
4706,4,1,45,1,0,0,0,0,0,0,0,0
4707,4,1,41,1,0,0,0,0,0,0,0,1
4708,2,0,43,0,0,0,0,0,0,0,1,0
4709,4,0,41,0,0,0,0,0,0,0,0,0
4710,2,1,37,0,0,0,0,0,0,0,0,0
4714,2,0,40,1,0,0,0,0,1,0,0,0
4715,3,1,33,1,1,0,0,1,0,0,0,0
4716,5,1,35,0,0,0,0,0,0,0,1,0
4717,7,1,37,1,1,1,0,0,0,0,0,0
4718,5,1,38,1,1,0,0,0,0,1,0,0
4719,4,1,41,1,0,0,1,0,0,0,0,0
4720,4,1,47,1,0,0,0,1,0,0,0,0
4722,8,0,45,0,0,0,0,0,0,0,1,0
4723,7,1,45,0,1,1,0,0,0,0,0,0
4724,6,1,43,1,0,0,0,0,1,0,0,0
4725,1,0,42,1,1,0,0,1,0,0,0,0
4726,4,0,38,0,1,1,0,0,0,0,0,0
4729,4,1,45,1,0,0,0,0,1,0,0,0
4730,5,1,42,1,0,0,0,0,0,0,0,1
4731,5,0,38,0,1,0,0,0,0,1,0,0
4733,5,0,44,0,0,0,0,1,0,0,0,0
4734,6,0,41,1,1,1,0,0,0,0,0,0
4735,4,1,48,0,0,1,0,0,0,0,0,0
4736,4,1,41,1,0,0,0,0,1,0,0,0
4738,2,0,41,1,1,0,0,0,1,0,0,0
4739,2,1,37,1,1,0,0,0,0,0,1,0
4740,4,1,40,0,0,0,0,0,0,0,0,0
4741,5,1,43,0,1,0,0,0,0,0,0,0
4742,3,1,40,1,0,0,0,0,0,0,1,0
4743,1,0,38,0,1,0,0,0,0,1,0,0
4744,2,0,40,1,1,0,0,0,0,0,0,0
4745,3,0,32,1,0,0,0,0,0,0,1,0
4746,3,1,39,1,1,1,0,0,0,0,0,0
4747,1,0,41,0,1,0,0,0,1,0,0,0
4748,3,0,53,0,0,0,0,0,1,0,0,0
4749,2,1,32,1,1,1,0,0,0,0,0,0
4750,4,1,52,1,0,1,0,0,0,0,0,0
4751,5,1,30,0,0,0,1,0,0,0,0,0
4754,3,1,29,0,0,1,0,0,0,0,0,0
4755,4,0,49,1,1,0,0,0,0,0,0,1
4756,4,1,32,1,1,0,1,0,0,0,0,0
4757,4,0,32,1,1,0,0,0,0,0,1,0
4758,2,0,37,1,0,0,0,0,0,0,0,1
4759,3,0,50,0,1,0,0,1,0,0,0,0
4760,5,1,46,0,1,1,0,0,0,0,0,0
4761,6,0,39,1,0,0,0,0,0,0,1,0
4764,2,0,40,0,1,0,0,0,0,0,1,0
4765,2,1,47,1,1,0,0,1,0,0,0,0
4767,3,0,40,0,1,0,0,0,0,1,0,0
4768,4,1,40,0,0,0,0,0,0,0,1,0
4769,1,1,42,1,0,1,0,0,0,0,0,0
4770,1,1,36,1,1,0,0,0,1,0,0,0
4771,4,1,34,1,1,0,0,0,0,0,0,1
4772,7,0,43,1,1,0,0,0,1,0,0,0
4774,2,1,28,0,0,0,0,0,0,0,0,1
4775,2,1,41,0,0,0,0,1,0,0,0,0
4776,6,0,39,1,1,0,0,0,0,0,1,0
4779,4,1,46,1,0,1,0,0,0,0,0,0
4780,3,1,48,0,1,1,0,0,0,0,0,0
4781,7,1,40,1,1,0,0,0,1,0,0,0
4782,2,1,34,1,1,1,0,0,0,0,0,0
4783,4,1,42,0,1,0,0,0,0,0,0,0
4785,7,1,40,1,1,0,0,0,0,0,0,1
4786,3,0,33,0,1,0,0,0,0,0,0,1
4787,2,0,42,1,1,0,0,0,0,0,0,0
4788,4,0,40,1,1,1,0,0,0,0,0,0
4790,8,1,32,0,1,0,0,1,0,0,0,0
4791,2,1,33,0,0,0,1,0,0,0,0,0
4792,5,0,43,0,0,0,0,0,0,0,0,0
4793,4,1,49,0,1,0,0,0,0,1,0,0
4794,4,1,45,0,1,0,0,1,0,0,0,0
4795,2,1,40,1,1,0,0,1,0,0,0,0
4796,4,0,51,1,1,0,1,0,0,0,0,0
4797,3,1,34,0,0,0,0,0,0,1,0,0
4798,1,1,40,1,1,0,0,0,0,0,0,1
4799,4,1,43,0,1,0,0,0,0,1,0,0
4800,1,0,36,1,0,0,0,0,0,0,0,1
4801,5,0,35,0,1,0,1,0,0,0,0,0
4804,3,1,43,1,0,1,0,0,0,0,0,0
4805,4,0,45,0,0,0,0,0,0,0,0,1
4807,9,1,40,1,0,0,0,1,0,0,0,0
4808,6,0,39,0,1,0,0,0,0,0,0,0
4809,4,0,43,0,1,1,0,0,0,0,0,0
4810,4,1,40,0,1,0,0,1,0,0,0,0
4811,4,0,48,1,1,0,0,0,0,0,0,1
4812,4,1,38,1,1,0,0,0,0,1,0,0
4813,5,0,33,1,1,0,0,1,0,0,0,0
4816,5,1,38,1,1,0,0,0,1,0,0,0
4817,4,1,40,1,1,0,0,0,0,1,0,0
4818,7,1,43,1,0,0,0,0,0,1,0,0
4819,6,0,42,1,1,0,0,0,0,0,0,0
4820,5,0,53,1,1,0,0,1,0,0,0,0
4821,6,1,43,0,1,0,0,0,0,0,1,0
4822,5,1,42,0,1,0,1,0,0,0,0,0
4823,4,1,41,0,1,0,0,0,0,1,0,0
4824,3,1,35,0,0,0,0,0,0,0,0,0
4825,4,0,38,1,0,0,0,0,1,0,0,0
4826,3,0,43,1,0,0,0,0,0,0,0,1
4827,6,1,41,0,1,0,0,0,0,1,0,0
4828,3,0,40,0,1,0,0,0,0,1,0,0
4829,3,0,40,1,1,0,0,0,0,0,0,0
4832,7,1,36,1,1,0,0,0,1,0,0,0
4833,10,0,45,0,0,0,0,1,0,0,0,0
4834,3,1,42,1,0,0,0,0,1,0,0,0
4835,4,0,42,1,0,0,0,0,0,0,1,0
4836,2,0,29,1,0,0,0,0,0,0,1,0
4839,4,0,34,0,1,0,0,0,0,0,0,1
4840,2,0,50,1,1,0,0,0,0,0,0,1
4843,4,1,36,1,1,0,0,0,0,0,0,0
4844,3,1,41,1,0,0,1,0,0,0,0,0
4845,4,1,40,1,1,0,0,0,0,0,0,0
4846,1,0,35,1,0,0,0,1,0,0,0,0
4847,4,0,42,1,1,0,1,0,0,0,0,0
4848,4,0,41,1,1,0,0,0,0,0,0,1
4849,4,0,54,1,1,0,0,0,0,1,0,0
4850,4,1,41,1,0,0,0,0,0,0,0,0
4851,4,1,40,0,0,0,0,1,0,0,0,0
4852,3,0,42,0,0,0,0,0,0,1,0,0
4853,5,0,37,1,0,0,0,1,0,0,0,0
4854,6,0,40,0,1,0,0,1,0,0,0,0
4855,4,0,39,1,0,0,0,1,0,0,0,0
4856,2,0,49,0,0,0,0,0,0,1,0,0
4859,4,0,36,1,0,0,0,0,0,1,0,0
4861,4,0,38,1,0,0,0,0,0,0,1,0
4862,5,1,45,0,1,0,0,0,0,1,0,0
4863,2,0,39,0,1,0,0,0,0,1,0,0
4864,5,0,43,1,1,0,0,0,0,0,0,0
4865,3,0,49,0,0,0,1,0,0,0,0,0
4866,3,0,34,0,1,0,0,0,1,0,0,0
4867,6,1,33,0,0,0,0,0,1,0,0,0
4868,4,1,35,1,1,0,0,0,0,0,1,0
4869,4,1,38,1,1,0,0,0,1,0,0,0
4872,4,1,42,0,0,0,0,0,0,0,1,0
4873,2,1,35,0,1,0,0,1,0,0,0,0
4875,3,0,49,0,0,0,0,0,0,0,0,1
4876,6,1,32,1,1,0,0,0,0,0,1,0
4877,2,1,40,1,1,0,0,0,0,0,0,0
4878,1,1,41,0,1,0,0,1,0,0,0,0
4879,3,0,42,1,1,0,0,0,0,0,0,0
4880,1,1,33,0,0,0,0,0,0,0,1,0
4881,5,0,33,1,0,0,0,0,1,0,0,0
4882,4,1,31,0,0,0,0,0,0,0,0,1
4884,4,1,46,1,0,0,1,0,0,0,0,0
4885,4,1,40,0,1,0,0,0,0,0,0,0
4886,6,1,40,0,0,0,0,1,0,0,0,0
4887,3,0,38,0,1,0,0,0,0,0,1,0
4889,2,0,38,1,0,1,0,0,0,0,0,0
4892,4,1,29,1,1,0,0,1,0,0,0,0
4893,3,0,46,1,1,0,0,0,1,0,0,0
4896,7,1,34,1,1,0,0,0,1,0,0,0
4897,2,0,40,0,1,0,0,0,0,1,0,0
4899,2,0,41,0,0,0,1,0,0,0,0,0
4900,1,0,40,1,1,0,0,0,0,0,0,0
4901,7,0,35,1,0,0,0,0,1,0,0,0
4902,3,0,40,0,1,0,0,1,0,0,0,0
4903,3,0,40,1,0,0,0,0,0,0,0,1
4904,7,1,40,1,1,0,0,0,0,0,0,0
4905,3,1,44,1,0,0,0,0,1,0,0,0
4906,2,0,32,1,0,0,0,1,0,0,0,0
4907,3,1,45,0,1,1,0,0,0,0,0,0
4909,5,1,40,1,1,0,0,0,0,1,0,0
4910,3,0,52,0,0,0,0,1,0,0,0,0
4912,3,1,38,1,1,0,0,0,0,0,0,1
4913,1,0,35,0,1,0,1,0,0,0,0,0
4915,3,1,43,1,0,0,0,0,1,0,0,0
4916,5,1,43,0,1,0,0,0,1,0,0,0
4917,2,0,42,1,1,0,0,0,0,0,0,1
4918,7,1,44,1,0,1,0,0,0,0,0,0
4919,3,0,32,0,1,0,0,0,0,0,1,0
4920,7,0,45,0,0,0,0,1,0,0,0,0
4921,4,0,45,0,0,0,0,1,0,0,0,0
4922,6,1,42,1,0,0,0,0,0,0,1,0
4923,2,0,37,1,0,0,0,0,0,0,0,1
4927,2,0,39,1,0,0,1,0,0,0,0,0
4928,4,0,38,1,1,0,0,0,0,1,0,0
4929,2,1,48,0,1,0,0,0,0,0,0,1
4931,3,0,42,1,1,0,0,1,0,0,0,0
4932,4,1,45,0,1,0,1,0,0,0,0,0
4933,4,1,52,0,1,0,0,0,0,0,1,0
4934,4,0,40,1,0,0,0,1,0,0,0,0
4935,4,0,47,1,1,0,0,1,0,0,0,0
4936,4,0,45,1,1,0,1,0,0,0,0,0
4938,5,1,42,0,1,0,0,0,0,0,0,0
4939,2,0,49,0,0,0,0,0,1,0,0,0
4941,4,0,43,0,0,0,0,0,0,0,0,1
4944,7,0,44,1,1,1,0,0,0,0,0,0
4946,4,1,35,0,0,0,0,0,0,0,0,0
4947,3,1,33,0,0,0,0,0,0,0,0,1
4948,3,0,37,0,1,0,0,0,0,1,0,0
4949,3,1,36,0,0,0,1,0,0,0,0,0
4950,3,0,37,1,0,0,0,1,0,0,0,0
4951,6,1,42,0,1,0,0,0,1,0,0,0
4952,4,1,30,1,0,0,0,0,0,0,1,0
4953,3,1,42,1,1,0,0,0,0,0,0,1
4954,4,1,34,1,1,0,0,0,1,0,0,0
4957,5,0,44,0,0,0,0,0,0,0,1,0
4958,2,1,40,1,1,0,0,0,0,1,0,0
4959,5,1,44,1,0,0,0,0,0,0,0,0
4960,4,1,40,0,0,0,0,1,0,0,0,0
4961,3,0,40,0,1,0,1,0,0,0,0,0
4962,4,0,49,1,0,0,0,0,1,0,0,0
4963,5,1,32,1,1,1,0,0,0,0,0,0
4964,9,0,46,0,0,0,0,0,0,0,1,0
4965,3,1,45,1,0,0,0,0,0,0,0,0
4967,5,0,43,0,0,0,1,0,0,0,0,0
4968,8,0,39,0,1,0,1,0,0,0,0,0
4969,4,1,43,0,1,0,0,0,0,0,1,0
4970,5,0,47,0,1,0,0,0,0,0,0,0
4971,4,1,41,0,1,0,0,0,1,0,0,0
4973,4,0,44,0,0,0,0,1,0,0,0,0
4975,2,0,43,1,0,1,0,0,0,0,0,0
4976,6,1,35,0,0,0,0,0,0,1,0,0
4977,4,1,44,1,0,0,0,0,1,0,0,0
4978,4,1,43,1,0,0,0,0,0,0,1,0
4979,3,0,35,1,0,0,0,0,0,0,0,0
4980,4,1,44,0,1,0,0,0,0,0,0,1
4981,3,0,39,1,0,1,0,0,0,0,0,0
4982,6,1,49,0,1,0,0,0,0,1,0,0
4983,4,0,42,1,1,0,0,0,0,1,0,0
4984,2,1,44,1,1,0,1,0,0,0,0,0
4985,4,0,45,1,1,0,0,0,0,0,0,0
4987,6,1,40,0,1,0,0,0,0,0,0,1
4988,5,0,44,0,0,0,0,0,0,0,0,0
4989,6,0,39,0,1,0,0,0,0,0,0,1
4990,4,1,40,1,1,0,0,0,0,0,1,0
4991,2,1,34,0,0,0,0,1,0,0,0,0
4993,6,1,42,1,0,0,0,0,0,0,1,0
4994,3,0,39,1,0,0,0,0,0,0,0,0
4995,8,1,40,0,0,0,1,0,0,0,0,0
4996,2,1,40,0,0,0,0,0,0,0,1,0
4997,6,1,37,0,0,0,0,0,0,0,1,0
4998,4,0,44,0,0,0,0,0,0,1,0,0
4999,4,0,33,0,1,0,0,0,1,0,0,0
5001,4,0,39,0,1,0,0,0,0,1,0,0
5002,6,1,39,0,1,0,1,0,0,0,0,0
5003,4,0,40,1,0,0,1,0,0,0,0,0
5004,2,0,34,0,1,1,0,0,0,0,0,0
5005,5,1,40,1,1,0,1,0,0,0,0,0
5008,4,1,34,1,1,0,0,0,0,0,0,0
5009,4,1,42,1,0,0,0,0,0,0,0,1
5010,6,0,37,0,1,1,0,0,0,0,0,0
5011,5,1,42,1,0,0,0,0,1,0,0,0
5012,9,1,50,0,1,0,0,0,1,0,0,0
5013,4,1,42,1,0,0,0,0,1,0,0,0
5014,1,1,40,0,1,0,0,0,0,0,0,0
5015,2,0,40,0,1,0,0,1,0,0,0,0
5016,4,0,46,0,0,0,1,0,0,0,0,0
5017,3,1,35,0,0,1,0,0,0,0,0,0
5019,4,0,40,0,1,0,0,0,0,0,0,0
5020,5,1,43,1,0,0,0,0,1,0,0,0
5021,2,1,34,0,0,0,0,0,0,0,0,1
5022,3,1,40,0,0,0,0,0,0,0,0,0
5024,3,1,46,1,0,1,0,0,0,0,0,0
5025,5,1,37,0,0,0,0,0,0,1,0,0
5026,5,0,47,1,1,0,0,0,0,0,0,1
5027,5,1,35,1,1,0,0,0,1,0,0,0
5028,5,1,34,0,0,0,0,0,1,0,0,0
5029,2,0,54,0,0,0,0,0,0,0,1,0
5030,7,0,38,0,0,0,1,0,0,0,0,0
5031,4,0,43,1,1,0,0,1,0,0,0,0
5033,4,1,42,1,0,0,1,0,0,0,0,0
5034,4,1,45,0,1,0,0,1,0,0,0,0
5035,6,1,42,1,0,0,0,0,0,0,0,1
5036,8,1,46,0,1,1,0,0,0,0,0,0
5037,5,1,38,1,1,1,0,0,0,0,0,0
5038,7,1,46,1,1,1,0,0,0,0,0,0
5039,1,1,39,0,0,0,1,0,0,0,0,0
5042,3,0,38,1,0,0,0,0,0,0,0,1
5044,3,0,38,1,0,0,0,0,0,0,0,1
5045,6,0,37,0,1,0,0,0,0,0,0,1
5047,4,1,41,0,1,0,0,0,1,0,0,0
5048,4,0,40,0,0,0,0,0,1,0,0,0
5049,5,0,42,0,0,0,0,0,0,1,0,0
5051,7,0,41,0,0,1,0,0,0,0,0,0
5052,1,0,45,1,1,0,0,0,0,0,0,1
5053,3,0,47,1,1,1,0,0,0,0,0,0
5054,3,0,35,1,0,0,0,0,0,0,0,0
5055,4,0,44,0,0,0,0,0,1,0,0,0
5056,1,1,51,1,0,0,0,1,0,0,0,0
5057,4,1,40,0,1,0,0,0,0,0,1,0
5059,5,1,40,1,1,0,0,0,1,0,0,0
5060,5,1,43,1,1,0,0,0,0,0,0,1
5061,3,1,35,1,1,0,0,0,0,1,0,0
5062,2,0,33,1,0,0,0,0,1,0,0,0
5063,5,0,40,0,1,0,0,0,0,0,0,1
5064,3,0,43,1,1,0,0,1,0,0,0,0
5065,1,1,36,0,1,1,0,0,0,0,0,0
5066,5,1,35,1,1,0,0,1,0,0,0,0
5067,5,1,35,0,0,0,1,0,0,0,0,0
5068,6,0,39,1,1,0,0,0,0,0,0,1
5069,1,1,40,1,0,0,0,0,0,1,0,0
5070,2,1,47,1,0,1,0,0,0,0,0,0
5073,5,0,35,0,1,0,0,0,0,0,0,1
5074,3,0,42,0,0,0,0,0,0,0,0,0
5075,3,1,34,1,1,1,0,0,0,0,0,0
5078,5,1,42,1,0,0,0,0,1,0,0,0
5079,4,0,37,0,1,0,1,0,0,0,0,0
5080,3,0,39,1,0,0,0,0,0,1,0,0
5081,7,0,39,0,1,1,0,0,0,0,0,0
5082,6,0,44,0,0,0,0,0,0,1,0,0
5083,2,1,49,0,1,0,0,0,0,0,0,1
5084,4,1,39,1,1,0,0,0,1,0,0,0
5085,6,0,30,0,1,0,0,0,0,0,1,0
5086,6,1,44,0,1,0,0,0,1,0,0,0
5087,4,1,40,1,0,0,0,0,1,0,0,0
5088,2,0,30,0,1,0,0,1,0,0,0,0
5089,1,1,52,0,1,0,1,0,0,0,0,0
5091,3,0,35,0,0,0,0,0,0,1,0,0
5092,7,1,39,1,1,1,0,0,0,0,0,0
5093,3,1,40,1,1,0,1,0,0,0,0,0
5096,1,0,42,0,0,0,0,0,1,0,0,0
5099,3,1,32,0,0,0,0,0,0,0,0,0
5100,5,1,50,0,1,0,0,0,0,1,0,0
5101,4,1,34,0,0,0,0,0,1,0,0,0
5102,3,1,40,0,0,0,0,0,0,0,1,0
5104,1,1,40,1,1,0,0,0,1,0,0,0
5105,6,0,41,1,1,0,0,0,0,0,0,1
5106,4,0,40,1,1,0,0,0,0,0,1,0
5107,6,1,46,0,0,0,0,0,0,1,0,0
5108,4,1,36,0,0,0,0,0,1,0,0,0
5110,3,0,36,1,0,0,0,0,1,0,0,0
5111,3,0,44,1,0,0,0,0,0,0,0,0
5112,7,0,43,1,1,1,0,0,0,0,0,0
5113,5,1,40,1,0,0,0,0,1,0,0,0
5116,7,1,40,1,1,0,0,0,0,1,0,0
5117,3,1,42,0,1,0,0,0,0,0,1,0
5119,6,0,43,1,1,1,0,0,0,0,0,0
5120,4,0,40,0,1,0,0,0,0,1,0,0
5121,4,0,40,1,1,0,1,0,0,0,0,0
5122,3,1,40,0,0,0,0,0,1,0,0,0
5123,5,0,40,1,0,0,0,0,0,0,0,0
5125,4,1,40,1,1,0,0,0,0,0,1,0
5126,5,1,40,1,1,0,0,0,0,1,0,0
5127,6,0,40,0,1,0,0,0,0,1,0,0
5128,3,0,39,1,0,0,0,0,1,0,0,0
5129,5,0,41,0,0,0,0,0,0,0,0,1
5130,6,0,42,1,1,0,0,0,0,0,1,0
5132,4,1,49,0,1,0,1,0,0,0,0,0
5133,4,1,37,1,1,0,0,0,1,0,0,0
5135,1,1,36,1,1,0,0,0,0,1,0,0
5136,3,0,41,0,1,1,0,0,0,0,0,0
5137,4,0,41,1,1,0,0,0,0,0,0,0
5139,2,1,38,1,1,0,0,0,1,0,0,0
5140,3,1,47,1,0,0,0,0,0,1,0,0
5141,7,0,35,0,1,0,0,0,0,0,1,0
5142,5,0,47,1,1,0,0,1,0,0,0,0
5143,5,0,39,1,0,0,1,0,0,0,0,0
5144,2,0,47,0,0,0,0,0,0,0,1,0
5145,3,1,42,0,1,0,0,0,0,0,0,1
5146,4,1,39,1,1,0,0,0,0,0,1,0
5147,3,1,45,1,0,0,0,1,0,0,0,0
5148,6,0,29,1,0,0,0,0,0,0,0,1
5149,4,0,33,1,1,0,0,0,0,0,0,1
5150,1,1,41,1,0,1,0,0,0,0,0,0
5151,3,0,36,0,0,0,0,0,0,0,1,0
5153,4,1,45,0,1,0,0,0,0,0,0,1
5154,4,0,36,1,0,0,0,0,1,0,0,0
5155,5,0,45,0,0,0,0,0,0,0,1,0
5156,3,0,39,1,0,0,1,0,0,0,0,0
5158,4,0,44,0,0,0,0,1,0,0,0,0
5159,3,0,34,0,1,0,0,0,0,0,1,0
5160,9,0,41,1,1,0,0,0,0,0,1,0
5161,2,1,40,0,0,0,0,0,0,1,0,0
5163,2,1,36,0,0,0,0,0,1,0,0,0
5164,5,1,40,1,1,0,0,0,0,0,1,0
5165,4,1,34,1,1,0,0,0,0,1,0,0
5166,4,0,41,1,1,0,0,0,0,0,0,0
5167,5,1,50,1,0,0,0,0,0,0,0,0
5168,4,0,47,0,0,0,0,0,0,0,1,0
5169,4,0,39,1,0,0,0,0,1,0,0,0
5170,4,1,40,0,0,0,1,0,0,0,0,0
5171,2,0,43,1,1,0,0,0,0,0,1,0
5172,4,1,40,0,0,1,0,0,0,0,0,0
5173,8,1,40,0,0,0,1,0,0,0,0,0
5174,4,0,31,1,0,0,0,0,0,0,0,0
5175,5,0,43,0,0,0,0,0,0,0,0,1
5176,7,1,40,0,0,1,0,0,0,0,0,0
5177,2,1,44,0,1,0,0,0,0,1,0,0
5179,6,0,43,0,0,0,0,0,0,0,0,1
5180,5,1,39,1,1,0,0,0,0,0,0,1
5181,3,1,52,1,1,0,0,0,1,0,0,0
5183,7,1,47,0,1,0,1,0,0,0,0,0
5184,2,1,37,1,1,0,0,0,1,0,0,0
5186,4,0,48,1,1,0,0,1,0,0,0,0
5187,4,0,34,1,0,0,0,1,0,0,0,0
5188,8,1,30,0,1,0,0,0,0,0,0,1
5189,1,1,51,0,1,0,0,0,0,0,0,1
5190,7,1,46,0,1,0,0,1,0,0,0,0
5191,3,1,38,1,1,0,0,0,0,0,0,0
5192,2,0,51,1,1,0,0,0,0,1,0,0
5193,3,0,35,0,1,0,0,0,0,1,0,0
5194,4,0,47,1,1,0,0,0,0,1,0,0
5195,5,0,43,0,0,1,0,0,0,0,0,0
5196,4,0,48,1,1,0,0,0,0,1,0,0
5198,4,0,48,1,1,0,0,0,0,0,0,0
5200,2,0,40,1,0,0,0,0,1,0,0,0
5201,7,0,43,0,0,0,0,0,0,0,0,0
5202,3,0,42,1,1,0,0,0,1,0,0,0
5203,5,1,47,1,0,0,1,0,0,0,0,0
5204,1,1,38,0,0,0,0,0,1,0,0,0
5206,2,1,48,0,1,0,0,0,0,1,0,0
5207,2,1,45,0,1,0,0,0,0,0,0,0
5208,4,1,36,1,1,0,0,0,0,1,0,0
5209,4,0,44,0,0,0,0,0,0,0,0,0
5210,3,0,40,1,1,0,0,0,0,0,1,0
5211,3,1,28,0,0,1,0,0,0,0,0,0
5212,5,0,46,1,0,1,0,0,0,0,0,0
5213,7,0,47,1,1,0,0,0,1,0,0,0
5214,4,0,40,1,0,0,0,1,0,0,0,0
5215,4,1,40,0,0,0,0,1,0,0,0,0
5216,3,1,40,0,0,0,0,0,0,1,0,0
5217,2,0,46,1,1,0,0,0,0,0,0,1
5218,1,0,44,1,1,0,0,0,0,1,0,0
5219,1,0,40,1,0,0,0,0,0,0,1,0
5220,3,1,41,0,1,1,0,0,0,0,0,0
5221,1,0,43,0,0,0,0,0,1,0,0,0
5223,2,0,44,0,1,0,0,0,0,1,0,0
5224,4,0,30,0,1,0,0,0,0,0,0,1
5225,1,1,43,0,1,0,0,0,0,1,0,0
5226,3,1,41,0,0,0,0,1,0,0,0,0
5227,3,0,42,1,1,1,0,0,0,0,0,0
5228,4,1,40,1,0,0,0,0,1,0,0,0
5230,3,0,43,0,0,0,0,0,0,1,0,0
5231,4,1,37,1,1,0,0,0,0,0,0,1
5232,3,0,42,1,1,0,0,0,0,0,0,1
5234,4,0,42,0,1,0,0,0,0,0,0,0
5237,3,1,39,1,1,0,0,0,0,0,1,0
5240,7,1,40,1,1,0,0,0,0,0,1,0
5241,2,1,39,0,1,0,0,1,0,0,0,0
5242,6,1,44,0,1,0,0,0,0,0,1,0
5244,6,1,34,1,1,0,0,0,1,0,0,0
5245,4,1,44,0,1,0,1,0,0,0,0,0
5246,5,0,34,0,1,0,0,0,0,1,0,0
5247,4,0,39,0,1,0,0,0,0,1,0,0
5248,4,1,40,1,0,0,0,0,0,0,0,0
5249,4,1,38,1,1,0,0,0,0,0,0,1
5250,4,0,36,1,0,0,0,0,0,0,0,1
5251,7,0,29,1,1,0,0,0,1,0,0,0
5252,4,1,43,1,0,0,0,0,1,0,0,0
5253,5,1,38,0,0,1,0,0,0,0,0,0
5255,4,1,35,0,0,1,0,0,0,0,0,0
5256,4,1,39,1,1,0,0,0,0,0,0,0
5258,5,0,40,0,0,0,0,0,0,1,0,0
5259,3,1,35,0,0,1,0,0,0,0,0,0
5260,5,1,43,1,0,0,1,0,0,0,0,0
5261,2,1,40,0,0,0,0,0,1,0,0,0
5262,3,1,44,1,0,0,0,0,0,0,0,0
5263,3,1,34,0,0,0,0,0,1,0,0,0
5265,2,1,40,1,0,0,0,0,1,0,0,0
5266,2,1,36,0,1,0,0,0,1,0,0,0
5267,2,1,40,0,1,0,1,0,0,0,0,0
5268,3,1,46,0,1,0,0,0,0,1,0,0
5269,3,0,47,1,1,0,0,0,1,0,0,0
5270,2,0,32,0,1,1,0,0,0,0,0,0
5272,2,1,40,1,1,0,1,0,0,0,0,0
5273,5,0,35,0,1,0,0,0,1,0,0,0
5275,2,1,41,0,1,0,0,0,0,0,1,0
5276,8,0,42,1,1,0,0,0,0,0,0,0
5277,2,1,35,0,0,0,1,0,0,0,0,0
5278,4,0,41,0,0,0,0,0,0,0,0,1
5279,2,0,40,0,1,0,0,1,0,0,0,0
5280,5,1,36,0,0,0,0,0,0,0,0,1
5282,2,1,41,0,0,1,0,0,0,0,0,0
5283,1,1,45,1,0,0,0,0,1,0,0,0
5284,3,0,37,0,0,0,0,0,0,0,1,0
5285,6,1,29,0,1,1,0,0,0,0,0,0
5286,4,1,42,0,1,0,0,0,0,0,0,1
5287,6,0,44,0,0,0,0,0,1,0,0,0
5288,5,0,35,1,0,0,1,0,0,0,0,0
5289,1,1,44,0,1,0,0,0,0,0,0,1
5290,3,1,48,1,1,0,0,0,0,0,0,1
5291,4,1,38,1,1,0,0,1,0,0,0,0
5292,3,0,40,1,0,0,0,0,0,0,0,1
5293,6,1,41,0,0,0,0,1,0,0,0,0
5295,4,1,37,0,0,0,1,0,0,0,0,0
5296,3,0,38,1,0,0,1,0,0,0,0,0
5297,6,1,42,1,0,0,0,1,0,0,0,0
5298,2,1,45,0,1,0,0,0,0,0,0,0
5299,3,1,51,0,1,0,0,0,0,1,0,0
5300,8,0,53,1,0,1,0,0,0,0,0,0
5301,4,0,41,0,0,0,0,0,0,1,0,0
5302,3,1,39,0,0,0,0,0,0,0,1,0
5305,3,1,26,1,1,0,0,0,0,0,0,0
5306,6,1,46,0,1,0,0,0,1,0,0,0
5307,4,1,33,0,1,0,0,0,0,0,1,0
5308,1,1,33,0,1,1,0,0,0,0,0,0
5309,3,1,40,1,1,0,0,1,0,0,0,0
5310,4,0,43,1,1,0,1,0,0,0,0,0
5311,6,1,33,0,1,1,0,0,0,0,0,0
5312,3,1,38,1,1,0,0,0,1,0,0,0
5313,6,0,40,0,1,0,0,0,0,1,0,0
5314,2,0,38,1,0,1,0,0,0,0,0,0
5315,4,0,50,1,1,0,1,0,0,0,0,0
5316,1,1,40,0,0,0,0,0,0,1,0,0
5317,7,1,44,0,1,0,1,0,0,0,0,0
5318,6,1,44,1,0,1,0,0,0,0,0,0
5319,2,0,41,1,1,0,0,0,1,0,0,0
5320,5,0,29,1,0,0,0,0,0,0,0,0
5321,5,1,42,1,0,0,0,0,0,0,1,0
5322,2,0,37,1,0,1,0,0,0,0,0,0
5324,5,0,33,0,1,0,0,0,0,0,0,1
5325,8,0,38,1,0,0,0,0,0,1,0,0
5326,4,0,34,0,1,0,1,0,0,0,0,0
5327,6,1,47,0,1,0,0,1,0,0,0,0
5328,1,0,35,0,1,0,0,0,0,0,0,0
5329,4,1,40,0,1,0,0,0,0,1,0,0
5330,2,0,40,1,1,0,0,1,0,0,0,0
5331,8,1,40,0,0,0,0,0,0,0,0,1
5334,6,0,52,1,1,0,0,1,0,0,0,0
5335,2,0,46,1,1,0,0,0,0,0,0,1
5336,2,0,40,1,0,0,0,0,0,1,0,0
